model,decoding_group,run_label,category_a,category_b,is_diagonal,n_justifications,support,joint_prevalence,prevalence_a,prevalence_b,lift
Gemma 4 31B,Greedy,greedy_t0,Behavioral,SocialJudgment,False,191,38,0.19895287958115182,0.612565445026178,0.3036649214659686,1.06955496610669
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Behavioral,True,191,117,0.612565445026178,0.612565445026178,0.612565445026178,
Gemma 4 31B,Greedy,greedy_t0,Behavioral,ClaimComparison,False,191,74,0.387434554973822,0.612565445026178,0.5968586387434555,1.0596791123106915
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Payoff,False,191,32,0.16753926701570682,0.612565445026178,0.2931937172774869,0.932844932844933
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Uncertainty,False,191,5,0.02617801047120419,0.612565445026178,0.07853403141361257,0.5441595441595442
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Mechanical,False,191,57,0.29842931937172773,0.5968586387434555,0.5392670157068062,0.9271844660194175
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Testimony,False,191,114,0.5968586387434555,0.5968586387434555,0.9895287958115183,1.0105820105820107
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,SocialJudgment,False,191,31,0.16230366492146597,0.5968586387434555,0.3036649214659686,0.8954930429522082
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Behavioral,False,191,74,0.387434554973822,0.5968586387434555,0.612565445026178,1.0596791123106915
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,ClaimComparison,True,191,114,0.5968586387434555,0.5968586387434555,0.5968586387434555,
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Payoff,False,191,30,0.15706806282722513,0.5968586387434555,0.2931937172774869,0.8975563909774437
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Uncertainty,False,191,7,0.03664921465968586,0.5968586387434555,0.07853403141361257,0.7818713450292397
Gemma 4 31B,Greedy,greedy_t0,Payoff,Mechanical,False,191,28,0.14659685863874344,0.2931937172774869,0.5392670157068062,0.9271844660194176
Gemma 4 31B,Greedy,greedy_t0,Payoff,Testimony,False,191,55,0.2879581151832461,0.2931937172774869,0.9895287958115183,0.9925359032501891
Gemma 4 31B,Greedy,greedy_t0,Payoff,SocialJudgment,False,191,13,0.06806282722513089,0.2931937172774869,0.3036649214659686,0.7644704433497538
Gemma 4 31B,Greedy,greedy_t0,Payoff,Behavioral,False,191,32,0.16753926701570682,0.2931937172774869,0.612565445026178,0.932844932844933
Gemma 4 31B,Greedy,greedy_t0,Payoff,ClaimComparison,False,191,30,0.15706806282722513,0.2931937172774869,0.5968586387434555,0.8975563909774437
Gemma 4 31B,Greedy,greedy_t0,Payoff,Payoff,True,191,56,0.2931937172774869,0.2931937172774869,0.2931937172774869,
Gemma 4 31B,Greedy,greedy_t0,Payoff,Uncertainty,False,191,5,0.02617801047120419,0.2931937172774869,0.07853403141361257,1.1369047619047619
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Mechanical,False,191,6,0.031413612565445025,0.07853403141361257,0.5392670157068062,0.7417475728155339
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Testimony,False,191,14,0.07329842931937172,0.07853403141361257,0.9895287958115183,0.9432098765432099
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,SocialJudgment,False,191,6,0.031413612565445025,0.07853403141361257,0.3036649214659686,1.3172413793103448
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Behavioral,False,191,5,0.02617801047120419,0.07853403141361257,0.612565445026178,0.5441595441595442
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,ClaimComparison,False,191,7,0.03664921465968586,0.07853403141361257,0.5968586387434555,0.7818713450292397
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Payoff,False,191,5,0.02617801047120419,0.07853403141361257,0.2931937172774869,1.1369047619047619
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Uncertainty,True,191,15,0.07853403141361257,0.07853403141361257,0.07853403141361257,
